coded_to,user_common
TSM0927,AKC0924
DMM0623,RCC0617
NAF0326,MCJ0324
KJS0618,BAM0611
AIM0627,BAM0611
ONL0276,OMS0101
ATF0274,OMS0101
BTW0005,HTH0007
KBP0008,HTH0007
CKD0680,AIH0675
RLB0719,AIH0675
IBM0671,AIH0675
DGW0752,FBW0747
VIA0063,BSB0990
RKF0164,RCP0785
SAB0781,RCP0785
WKF0012,BXJ0010
HCS0003,BXJ0010
MOH0273,DVW0103
TVS0006,CHG0146
KBB0189,KBP0008
FEB0306,AJN0607
CSH0626,AJN0607
JCC0225,FAW0032
KCF0045,FAW0032
FUM0015,FAW0032
CEL0561,JFC0557
PKB0429,PID0426
KKC0683,QJR0688
BBS0422,HRB0351
ECL0930,JGM0934
GMF0738,UJC0737
MHG0733,UJC0737
KMB0922,JMC0925
NCE0097,KAT0270
KES0729,JPW0741
MJM0510,JMD0520
KPR0497,KAT0489
CMM0487,KAT0489
DBW0483,SES0477
OBH0499,LPC0492
CKB0482,LPC0492
CJC0494,LPC0492
IMB0481,LPC0492
LNS0989,DIC0988
AMM0014,DIC0988
FAW0032,DFR0218
JKJ0698,MOP0763
CCM0855,BAH0875
BHW0458,GZB0469
THD0448,GZB0469
TBT0461,GZB0469
IIW0249,NJB0243
SMW0084,NJB0243
BIS0247,NJB0243
DDA0476,KAT0489
LBC0356,HDS0367
WBC0192,MKS0204
QNF0205,MKS0204
RVF0201,MKS0204
DRR0242,MKS0204
GBM0603,RCC0617
KRG0158,DJB0159
DCC0160,DJB0159
RKF0164,DJB0159
AQD0820,DJB0159
HTH0007,DJB0159
FKK0055,HIW0536
CCW0031,JDC0030
FUM0015,JDC0030
HLM0933,IRM0931
MSD0939,IRM0931
KQS0415,BBS0422
EHB0420,BBS0422
PEV0323,JCR0172
FBA0348,WPR0368
KRV0372,WPR0368
WBC0192,RVF0201
ATE0869,LTS0860
CBG0398,AMR0400
ADC0391,AMR0400
FSB0399,AMR0400
JBM0350,AMR0400
ADF0397,AMR0400
WBC0315,BER0314
JDB0169,BER0314
CPG0322,NAF0326
DVM0265,RMS0266
AMD0077,RMS0266
SJF0094,RMS0266
BEC0505,HCV0478
ESJ0670,IBM0671
NHE0919,CRK0916
AJR0319,BER0314
OBH0499,BER0314
MCJ0324,BER0314
ALH0402,JER0404
KDS0349,LDB0090
KTG0091,LDB0090
DMK0257,RJB0088
ABC0253,RJB0088
WLV0566,DAG0558
RRP0568,DAG0558
WTR0563,DAG0558
SVS0871,WDO0870
SJF0094,WDO0870
MIC0726,RZC0746
JCG0316,WBC0315
NAB0801,SMY0792
ABH0663,AAL0706
AHC0142,CKH0144
SPA0141,CKH0144
TRK0914,HDH0928
VCY0751,GCC0744
LJT0817,ACV0812
SGG0787,ACV0812
LTS0860,RUM0880
LTS0860,RUM0880
HAM0985,HPM0986
TDS0984,HPM0986
CJV0286,HCL0113
SES0477,IRT0491
CMM0487,CKB0482
JPW0741,FBW0747
QRM0739,QPM0727
EZH0736,QPM0727
JPW0741,QPM0727
TDJ0998,QPM0727
DSB0731,HDL0748
TET0621,NNA0610
JMC0925,AKC0924
TRK0914,AKC0924
DSB0731,MLD0755
DGW0752,MLD0755
GQP0743,MLD0755
IJR0825,ECR0822
KJM0887,TVS0050
BSB0990,TVS0050
ALC0788,DIW0118
SNS0129,DIW0118
MTB0620,HKR0628
NAF0033,AMV0036
PID0426,HWW0436
DMK0257,PES0085
ENL0100,JMK0099
BTS0011,WKD0013
HCS0003,WKD0013
GTD0116,HAV0121
WDO0870,ATE0869
NSS0876,ATE0869
DLF0377,WTF0387
BIS0247,ONW0083
IJM0444,ETR0428
ASL0378,RFP0380
ZSB0649,VLB0647
JMW0638,VLB0647
DID0650,VLB0647
AQD0820,QNF0205
PLH0862,HDD0789
GRM0868,HDD0789
IJW0851,HDD0789
HAC0282,RHY0079
LHL0309,AJH0175
CAB0614,WVB0539
DJB0159,HTH0007
LBC0356,FBA0348
IBB0359,FBA0348
JMK0099,JIM0095
AMD0077,KTG0091
KVT0028,CCR0863
HDD0789,CCR0863
JCW0858,CCR0863
MLP0668,CCR0863
AMM0014,WKD0013
THR0873,PLH0862
GRM0868,PLH0862
CTW0500,CKB0482
JZD0888,CKB0482
OLF0504,CKB0482
JDC0030,CKB0482
WDO0870,CCR0863
JOM0750,PRM0740
EZH0736,VCY0751
AAE0190,TOR0193
AJD0074,HPH0075
MSS0001,HTH0007
BTW0005,HTH0007
SIJ0661,FKK0055
MJS0890,TSG0906
AMR0400,VCC0396
WVB0539,DCC0160
NCE0097,XAA0104
CAM0102,XAA0104
ENL0100,XAA0104
BSH0445,RAS0432
SBQ0786,TLM0797
TTD1000,JJB0127
IJM0139,IBP0883
CCC0393,ALH0402
KAL0395,VCC0396
JER0404,VCC0396
CQH0701,MKG0711
AAE0190,KBB0189
WBC0192,KBB0189
SGG0787,TVS0050
LDB0090,SJF0094
ALC0788,SNS0129
ASS0206,RNP0211
LBH0942,ECL0930
AIP0982,CKH0144
ARL0034,MCS0035
LBF0214,MCS0035
WKF0012,HCS0003
IRT0491,NMC0486
KPR0497,NMC0486
EIP0997,TTD1000
FDE0117,TTD1000
ZSB0649,KMS0657
OSH0655,KMS0657
IBB0359,BKW0374
KMB0922,FIR0920
PBP0002,TVS0006
UFK0208,HVB0037
IJM0444,DGF0443
TLM0797,SBQ0786
HCV0478,OBH0499
NMC0486,OBH0499
IRT0491,OBH0499
IMB0481,OBH0499
JFC0557,SBH0537
JNJ0556,SBH0537
AJR0319,WBC0315
HDL0748,GMF0738
SIJ0661,HBB0056
KDS0349,HBB0056
ALD0544,BMC0547
PTH0552,BMC0547
MLD0755,GCC0744
SDO0170,JDB0169
AKW0167,JDB0169
KRM0541,GCR0554
ANP0555,GCR0554
FBA0348,BKW0374
SNS0129,DIW0118
HCV0478,NAH0503
HWH0646,ZSB0649
JXH0493,CWR0502
TBT0461,DDA0476
OLF0504,DDA0476
NNA0610,DVM0265
SDO0170,MAW0166
KCF0045,MNS0224
QPM0727,DSB0731
JOM0750,DSB0731
PRM0740,DSB0731
AMJ0297,KJJ0293
CPG0322,AJH0175
SMH0291,AJH0175
SGS0268,RAG0275
EHR0096,RAG0275
SGG0787,BBH0810
LHL0309,SDO0170
PEV0323,SDO0170
KCS0173,KJS0618
ALD0529,WGS0516
KVS0425,DPM0423
MBR0724,MAD0753
DMG0358,TSM0363
NMB0972,TSM0363
ONW0083,SMW0084
KWE0082,SMW0084
HAD0246,SMW0084
GTD0116,BTW0005
TSM0363,BKW0374
QPM0727,EZH0736
GQP0743,EZH0736
ESA0642,ALH0402
AMW0392,ALH0402
JIM0095,ENL0100
IIW0249,ENL0100
KBB0189,KBP0008
JOL0024,HPM0986
BTN0061,JLW0053
GAF0060,JLW0053
SJO0209,LBF0214
NGC0058,JLW0053
BTN0061,JLW0053
TVS0050,CMB0912
JMK0099,RAG0275
ATE0869,RAG0275
RHY0079,AJD0074
GKO0078,AJD0074
KES0729,JPW0741
SSH0799,NAB0801
RSM0277,OMS0101
SVL0803,SBQ0786
YEV0793,SBQ0786
FKK0055,SBQ0786
LAM0911,SBQ0786
CUD0795,SBQ0786
SLP0762,SKG0759
ABN0239,LFS0071
PMJ0564,WIQ0567
JBM0350,BSB0990
FKB0163,MCJ0324
TMA0069,LFS0071
SHW0578,FKK0055
CJK0200,USH0199
EWH0191,USH0199
NBC0412,NDM0417
TOR0193,CTW0500
VMJ0546,KMW0545
HIW0536,KMW0545
PBP0002,MSS0001
KWC0004,MSS0001
HTH0007,MSS0001
TVS0006,MSS0001
VMJ0546,ANP0555
KBG0549,ANP0555
KRM0541,ANP0555
NAB0801,TLM0797
KPR0497,CBG0490
LPC0492,CBG0490
JXH0493,CBG0490
SMW0084,HAD0246
JCV0245,HAD0246
HAV0121,KCO0122
WXH0872,ZJE0857
CCM0855,ZJE0857
UIR0043,MNS0224
EIS0041,MNS0224
BAL0044,MNS0224
BJW0619,CGA0629
PNH0761,CMW0783
NRO0768,CMW0783
AIP0982,TDS0984
DJS0682,ATP0662
SSH0799,AMH0794
EBC0390,AMH0794
QNP0216,DFR0218
BAL0044,DFR0218
TCD0009,HCS0003
SVL0940,VEB0935
HBO0413,ELB0847
NGO0690,OLW0689
IMB0481,OLW0689
HKB0418,HIA0414
RGN0408,HIA0414
HAD0246,CSB0080
SMW0084,CSB0080
NKP0236,TMA0069
ACC0042,TMA0069
WXH0872,BAH0875
MDM0976,TEM0977
SMW0084,TEB0251
BWP0202,QNF0205
COM0321,JDB0169
RLB0719,JJB0700
AJP0723,JJB0700
CCC0393,AIS0405
VCC0396,AIS0405
JMC0925,AIS0405
KKS0119,GTD0116
CTW0500,BEC0505
CLD0894,JML0909
ZMC0284,PKB0281
AIP0394,CCC0393
BAJ0654,JMW0638
JMW0638,KMS0657
CCM0855,ZDW0859
IDO0176,WBC0315
CGA0629,RCC0617
FHO0630,JJH0613
RNP0211,LBF0214
AMV0036,LBF0214
JCV0245,HAD0246
AIM0627,LEM0605
TOR0193,HSB0196
DIW0118,KKS0119
CIM0271,NCE0097
GKO0078,NCE0097
SCF0608,LEM0605
BTW0005,RDM0115
SAC0687,NGO0690
HVB0037,NWK0215
BJP0134,NAH0503
SJO0209,ARL0034
CCW0031,ARL0034
LNS0989,KVT0028
GCC0744,MLD0755
QPM0727,MLD0755
DGW0752,MLD0755
KES0729,MLD0755
MSD0939,BLL0929
HBB0056,BLL0929
ECL0930,BLL0929
CMB0912,BLL0929
PBP0002,MSS0001
JIG0128,KAC0124
DMM0623,LLV0602
JJH0613,LLV0602
WVB0539,LLV0602
RJM0381,LLV0602
LLV0602,MDM0625
RJM0381,MDM0625
BAM0611,MDM0625
LTS0860,OCS0865
SGG0787,BSB0990
RCP0785,CLB0774
HIA0414,AHM0410
MES0407,AHM0410
NCK0421,AHM0410
ILH0958,AHM0410
YDN0198,CJK0200
USH0199,CJK0200
BAK0964,CJK0200
SKG0759,CLB0774
BXJ0010,MDM0976
BNG0237,DRR0242
NJB0243,HAD0246
BJW0619,SCF0608
NWT0098,EHR0096
AOB0019,BXJ0010
HCS0003,BXJ0010
QPM0727,EZH0736
AQD0820,HPH0075
WLV0566,RRP0568
LAF0991,HAV0121
BRM0995,HAV0121
DGW0752,FBW0747
ORB0473,TPH0474
KMB0922,TRK0914
HGN0287,IUY0279
SDB0106,IUY0279
KSP0966,JXH0493
CTW0500,NMC0486
CBG0490,NMC0486
KPR0497,NMC0486
HLM0933,ECL0930
PLH0862,RLG0856
LPC0492,CJC0494
SBQ0786,KBC0054
HBB0056,KBC0054
CEL0561,WTR0563
AIS0405,KAL0395
AMR0400,KAL0395
ALH0402,KAL0395
LEM0605,BAM0611
BMG0917,HIW0536
NBC0412,RGN0408
AJN0607,BJW0619
NCE0097,MOH0273
CAM0102,MOH0273
NWT0098,MOH0273
EHR0096,MOH0273
ALH0402,FSB0399
AMR0318,BER0314
VCY0751,KES0729
KBP0008,TVS0006
TTD1000,CGA0629
BEH0615,CGA0629
TET0621,CGA0629
JZD0888,GTD0898
DSB0731,PRM0740
EZH0736,PRM0740
CQH0730,PRM0740
HJA0018,TEM0977
CIM0271,NCE0097
AQD0820,NCE0097
JCG0316,AMR0318
VAA0087,NBH0256
ZSK0258,NBH0256
SCF0608,BEH0615
MGS0974,HJA0018
RSC0089,DBG0261
JER0404,DBG0261
AIS0405,ALH0402
CBG0398,ALH0402
YCE0983,AIP0982
HPM0986,AIP0982
AMR0400,ALH0402
ADF0397,ALH0402
DDM0579,BAM0636
KBP0008,KBB0189
AAE0190,KBB0189
AMR0318,MCF0327
NNA0610,FHO0630
TET0621,FHO0630
JOM0750,MAD0753
KBL0260,ABC0253
XBN0229,NGC0058
VMJ0546,HIW0536
ZCF0590,JDF0593
FQA0854,WDO0870
TVS0006,CHG0146
RUM0880,KKW0879
VLB0647,HCL0651
BCR0581,HCL0651
DMK0257,KBL0260
PES0085,KBL0260
JOM0750,VCY0751
KCB0815,HSG0818
BSB0990,KRL0062
CMB0912,KRL0062
VIA0063,KRL0062
CSB0080,IIW0249
NMC0486,OBH0499
CMM0487,OBH0499
WTR0563,GAF0570
PDH0716,MCT0720
CBG0490,CWR0502
IMB0481,CWR0502
SDO0170,CPG0322
BSB0990,JBM0350
NHE0919,IYB0918
OKB0439,LPC0492
TVS0006,GRC0145
JAD0609,BAM0611
LHL0309,MBJ0312
TVS0006,LRR0148
AOB0019,HJA0018
FBW0747,CQH0730
MCS0035,ASS0206
UIR0043,ACC0042
DFR0218,ACC0042
BAL0044,ACC0042
QNP0216,ACC0042
MAW0166,NAF0326
SDO0170,NAF0326
AIM0627,LEM0605
DMK0257,VAA0087
GKO0078,RSM0277
BSB0990,TVS0050
KWC0004,TVS0050
BEH0615,KJS0618
ARL0034,NWK0215
TQS0212,NWK0215
SCP0130,NWK0215
OJK0233,NGC0058
BCM0653,ESA0642
JGM0934,DHM0937
DMK0257,DBG0261
SBN0866,IJW0851
GRM0868,IJW0851
QRM0739,PRM0740
MIC0726,PRM0740
MLD0755,PRM0740
KBS0874,HDD0789
SHW0578,NSC0597
AAE0190,CSP0197
HSG0818,ACV0812
FDE0117,GTD0116
MLD0755,QRM0739
GZC0735,QRM0739
EWH0191,CJK0200
LAM0911,KBC0054
SIJ0661,KBC0054
PLH0862,SBN0866
KBS0874,SBN0866
KJP0371,WPR0368
QPM0727,MAD0753
CRK0916,HDH0928
DCC0160,KRG0158
WNB0908,GTD0898
NOB0181,CCH0182
BAH0875,CCM0855
HDD0789,CCM0855
AMD0077,HRB0351
AHM0410,HRB0351
CTW0500,DGN0480
KRV0372,LBC0356
NOB0181,OQH0183
DSB0731,MIC0726
RVC0232,JLW0053
OKB0439,PID0426
MJB0588,LDM0587
AHM0410,LDM0587
GCS0571,LDM0587
ASD0577,LDM0587
TVS0050,DLM0051
DTT0076,DLM0051
KAT0489,OBH0499
HLM0933,CMB0912
ASS0517,BDI0533
LBF0214,UFK0208
IMG0320,MCJ0324
MCS0035,NAF0033
ASS0206,NAF0033
HKI0171,JCG0316
HAM0985,AIP0982
ZSK0258,MIL0255
JNA0559,WTR0563
QRM0739,AHM0410
BBS0422,AHM0410
NDM0417,KQS0415
AAE0190,KBP0008
BTW0005,KBP0008
KWC0004,KBP0008
EWH0191,KBP0008
ASS0206,KBP0008
DDA0476,IRT0491
LAF0991,HAV0121
MSZ0310,PEV0323
DAL0673,ESJ0670
JNA0559,JFC0557
KSH0569,JFC0557
OLW0689,DJS0682
ATP0662,DJS0682
HAH0248,BIS0247
SMW0084,BIS0247
HDD0789,CCR0863
RUM0880,CCR0863
MJS0890,BVC0790
LOF0311,BVC0790
CNB0900,BVC0790
LJJ0905,BVC0790
ALH0402,JER0404
HKI0171,KQS0415
KVT0028,KQS0415
MES0407,KQS0415
CNE0352,AJD0074
ARL0034,ASS0206
HVB0037,ASS0206
RNP0211,ASS0206
RAW0915,IYB0918
CKB0427,RAH0440
FIR0920,RAW0915
HPR0585,RAW0915
ELT0769,CLB0774
RGN0408,HIA0414
IMP0530,ALD0529
NAH0503,ALD0529
LNS0989,DIC0988
DLH0029,DIC0988
AMM0014,DIC0988
KVT0028,DIC0988
CGA0629,JBD0616
PKB0281,BLB0114
GAF0570,WIQ0567
ASL0378,DBB0384
CKD0680,FKB0163
BTN0061,DBS0235
GNZ0953,DBS0235
OJK0233,DBS0235
RVC0232,DBS0235
HKI0171,AJR0319
CSB0080,NJB0243
LBF0214,MCS0035
ASS0206,MCS0035
BXJ0010,SDF0017
GTD0116,HOB0994
LAF0991,HOB0994
ILR0304,AMV0036
SJO0209,AMV0036
NWK0215,AMV0036
DPM0423,HRB0351
WLV0566,JNA0559
JNJ0556,JNA0559
KWC0004,DLM0051
HDL0748,DSB0731
EPW0434,DGF0443
CLD0894,DGF0443
RAS0432,DGF0443
WAS0254,VAA0087
NMC0486,IMB0481
KVT0028,LNS0989
KJW0416,EHB0420
HKB0418,KVS0425
KJW0416,KVS0425
KQS0415,KVS0425
HCW0419,KVS0425
RNL0695,IAR0694
QJR0688,IAR0694
SOF0808,HSG0818
LCB0664,QRM0739
JCW0858,PLH0862
SLB0049,KDS0349
ILC0838,DCC0160
JLW0053,RVC0232
BTW0005,KBP0008
PNH0761,MOP0763
NAH0503,JXH0493
DBW0483,JXH0493
DGN0480,JXH0493
SBQ0786,SLB0049
RUM0880,SVS0871
BJH0811,LJT0817
UCS0227,DBS0235
MDM0625,DMM0623
PAD0773,BMC0547
GQF0659,KNW0644
FBW0747,QPM0727
JOM0750,QPM0727
GCC0744,QPM0727
JBD0616,MDM0625
LCB0664,MAD0753
RRP0568,JNJ0556
WLV0566,JNJ0556
GCL0016,SDF0017
BDB0453,SDF0017
ETR0428,HWW0436
GMF0738,TSG0906
EGK0893,TSG0906
MFV0897,TSG0906
SOF0808,AQD0820
KKC0683,CAM0681
DJS0682,CAM0681
NGO0690,CAM0681
QJR0688,CAM0681
JAM0382,DBB0384
CPG0322,EMS0317
NGC0058,OJK0233
GAF0060,OJK0233
IYB0918,TRK0914
JFC0557,JNA0559
MTB0620,TET0621
KJS0618,TET0621
LCD0622,TET0621
AIM0627,TET0621
CKB0427,OKB0439
YDN0198,USH0199
VTT0385,RFP0380
DCC0160,DJB0159
PDW0259,RSC0089
BXJ0010,AMM0014
DIW0118,AMM0014
WKF0012,AMM0014
TCD0009,AMM0014
WSR0241,TMA0069
RVF0201,ATE0869
MCS0035,SJO0209
ASS0206,SJO0209
ICH0294,SJO0209
AMV0036,SJO0209
IDO0176,SJO0209
THR0873,RUM0880
MCS0035,FLM0213
BXJ0010,SDF0017
AOB0019,SDF0017
VCY0751,CQH0730
ONL0276,KAT0270
JMK0099,KAT0270
FDE0117,RDM0115
ALC0788,WGR0833
RRP0568,JFC0557
JNA0559,JFC0557
KSH0569,JFC0557
WLV0566,JFC0557
WVB0539,HKR0628
QSV0778,KCB0815
KRM0541,KCB0815
TYB0779,ASG0692
OSH0655,XRS0633
MAD0753,GMF0738
CQH0730,GMF0738
KES0729,PRM0740
UJC0737,PRM0740
JPW0741,PRM0740
HPM0986,WKF0012
GLR0975,BXJ0010
AIP0394,BTR0403
CBG0398,BTR0403
THR0873,PLH0862
SOB0586,WPE0538
MES0407,SOG0411
ACC0042,EIS0041
XLB0710,JKJ0698
FWM0707,JKJ0698
JAD0609,DMM0623
BAM0611,DMM0623
CSH0626,DMM0623
JBD0616,CGA0629
CIG0052,HBB0056
ORM0669,RCC0617
CJV0286,BMM0112
IUY0279,BMM0112
KRV0372,DMG0358
PMJ0564,DAG0558
ASG0692,DJS0682
CAM0681,DJS0682
DJB0159,FKB0163
FUM0015,HCS0003
WKD0013,HCS0003
WKF0012,HCS0003
OMS0101,DVW0103
CKB0482,CWR0502
BJM0111,RHY0079
CNE0352,RHY0079
HAC0282,RHY0079
BBH0810,BWH0813
JRS0362,KRV0372
MIB0904,EGK0893
WNB0908,EGK0893
BAM0611,NNA0610
JDC0030,PMJ0564
BBH0810,ACV0812
DVM0265,IIA0092
AJR0319,PEV0323
JJH0613,NNA0610
OBH0499,RHP0484
JMC0925,RAW0915
PKB0429,PGO0433
RAH0440,PGO0433
CKB0427,PGO0433
GJD0298,CNE0352
CAM0681,MDH0686
WIF0691,MDH0686
CCH0685,MDH0686
PBP0002,BTW0005
SJO0209,AMV0036
MCS0035,AMV0036
HCS0003,KBP0008
GQP0743,FQA0854
KJS0618,LCD0622
DMM0623,LCD0622
EMS0317,COM0321
NSS0876,MSS0001
TVS0006,MSS0001
DBG0261,WAS0254
BTS0011,FRB0023
MBJ0312,AJR0319
CCW0031,HVB0037
TQS0212,HVB0037
TVS0050,KRL0062
CKP0721,AJP0723
JOL0024,AIP0982
RUM0880,THR0873
KWE0082,ARA0252
ALD0544,KBG0549
XAA0104,ENL0100
CIM0271,ENL0100
ROB0272,ENL0100
ATF0274,XAA0104
NOB0181,XAA0104
VTT0385,DLF0377
JAM0382,DLF0377
CMM0487,HCV0478
IRT0491,JXH0493
WKF0012,FUM0015
HSB0196,AAE0190
ACV0812,KCB0815
ETR0428,RAS0432
JRS0362,WPR0368
PID0426,YEV0793
HMW0713,MNC0717
TSM0363,JRS0362
HDS0367,JRS0362
ASL0378,GJT0386
DLF0377,GJT0386
VMJ0147,CHG0146
SVS0871,ATE0869
LEM0605,NNA0610
BJW0619,NNA0610
JBD0616,NNA0610
SCF0608,NNA0610
AKW0167,SDO0170
BXJ0010,AOB0019
SBN0866,CCR0863
SBN0495,CKB0482
TSG0906,BVC0790
JJH0292,HJA0018
KBG0549,PTH0552
TDJ0998,JIG0128
MHG0733,EZH0736
RBB0485,BEC0505
SBN0866,ZDW0859
BJH0811,IWM0816
KES0729,LBH0942
RDM0150,LHN0151
MAH0149,LHN0151
NAB0801,SMB0804
SVL0803,SMB0804
DTT0076,HRB0351
HPH0075,HRB0351
IUY0279,EMW0105
SAC0687,CCH0685
BER0314,MAW0166
RSC0089,MIL0255
DMK0257,RJB0088
TOR0193,HSB0196
BIS0247,SMW0084
BEC0505,LPC0492
WLV0566,DOP0562
ETR0177,BRB0355
ARD0509,BRB0355
ASS0517,BRB0355
HAM0985,HPM0986
SCF0608,MTB0620
SCF0608,JJH0613
HSP0290,ILR0304
CLF0852,RLG0856
HCV0478,CTW0500
RSC0089,RJB0088
DMK0257,RJB0088
NBH0256,KBL0260
IRT0491,KBL0260
RYB0718,CJC0494
IMB0481,CJC0494
WSR0241,PGC0066
SDB0106,BJM0111
KAT0489,LPC0492
HSB0196,AAE0190
MAW0166,SDO0170
HIW0536,SLB0049
KWC0004,SLB0049
SAH0599,SAC0592
BSB0990,CMB0912
BXJ0010,TCD0009
JAV0361,CBB0365
NWK0215,SJO0209
MCJ0324,COM0321
TMA0069,LFS0071
NAH0503,DDA0476
KVT0028,DIC0988
DLH0029,DIC0988
XBN0229,UCS0227
CGB0637,BAH0875
MAH0864,BAH0875
CPG0322,JNJ0556
ALH0402,CCC0393
KMB0922,IYB0918
NHE0919,IYB0918
KKS0119,RDM0115
WPR0368,TSM0363
MJB0588,DSM0591
JRL0574,DSM0591
LPC0492,SBN0495
HKI0171,LOF0311
PEV0323,LOF0311
OKC0107,RHY0079
AJD0074,HPH0075
ARA0252,HPH0075
PBP0002,KWC0004
KBP0008,KWC0004
BRB0355,SBK0161
MSD0939,SVL0940
TRK0914,FIR0920
HRB0351,DPM0423
NKH0807,BBH0810
AQD0820,BBH0810
BHC0665,ETR0177
SBK0161,ETR0177
HRL0540,ETR0177
MCJ0324,COM0321
KMB0922,CRK0916
FLM0213,CEB0210
ASS0206,CEB0210
JCC0225,ACC0042
DVM0265,RMS0266
SJF0094,RMS0266
HCM0267,RMS0266
WGR0833,JLW0053
GLR0975,GCL0016
MGS0974,TEM0977
BXJ0010,TEM0977
NAF0033,ARL0034
GZC0735,RHO0732
KAT0489,IMB0481
VAA0087,KBL0260
CAB0388,ASL0378
NKP0236,VIA0063
HDL0748,QRM0739
KDS0349,SLB0049
MAH0149,CHG0146
DIW0118,RDM0115
BTW0005,RDM0115
KKS0119,RDM0115
GTD0116,RDM0115
XAA0104,RSM0277
OCS0865,CLF0852
LTS0860,CLF0852
MDM0976,SDF0017
TOR0193,CSP0197
BTN0061,XBN0229
GAF0060,XBN0229
MCS0035,LBF0214
CJM0521,HLH0512
ENL0100,SGS0268
PGO0433,DGF0443
DMM0623,JJH0613
GKO0078,HPH0075
JFC0557,WTR0563
RRP0568,WTR0563
SJF0094,WTR0563
RHO0732,CQH0730
MAD0753,CQH0730
BEC0505,CJC0494
KPR0497,CJC0494
OBH0499,CJC0494
VTT0385,GJT0386
WBC0192,KBB0189
EWH0191,KBB0189
BXJ0010,BTS0011
WSR0241,DRR0242
AOS0987,OYM0026
CRO0027,OYM0026
MDM0625,MTB0620
CPG0322,IDO0176
AIS0405,ALH0402
BTR0403,ALH0402
BBG0325,SDO0170
AJR0319,SDO0170
SES0477,CBG0490
MAW0166,NAF0326
IMB0481,RBB0485
IRT0491,RBB0485
MHA0798,YEV0793
PRM0740,QPM0727
CQH0730,QPM0727
BMM0112,SDB0106
RRA0938,VEB0935
DBW0483,HVB0037
FLM0213,HVB0037
PLH0715,HMW0713
BTL0722,HMW0713
DGF0443,HWW0436
PKB0429,HWW0436
NAB0903,SED0886
DCC0160,DJB0159
KAC0124,FDE0117
PEV0323,RTO0313
LOF0311,RTO0313
HVB0037,ARL0034
RNP0211,ASS0206
CLB0774,ELT0769
CJC0494,DDA0476
KJA0152,VMJ0147
IYB0918,NHE0919
QRM0739,GMF0738
JOM0750,GMF0738
JPW0741,GMF0738
SDB0106,BLB0114
JMC0925,CRK0916
RAW0915,CRK0916
EWH0191,USH0199
DBG0261,PES0085
PID0426,PGO0433
RAH0440,PGO0433
MGS0974,MDM0976
TEM0977,MDM0976
RAW0915,JCV0245
SSG0250,JCV0245
ARA0252,JCV0245
TEM0977,MDM0976
HJA0018,MDM0976
IMG0320,COM0321
KAT0489,OLF0504
RYB0718,OLF0504
SBN0495,OLF0504
NGC0058,JLW0053
AHD0848,ELB0847
RFP0380,DLF0377
CTW0500,DBW0483
BLB0114,HAC0282
BJM0111,HAC0282
JFC0557,SBH0537
PRM0740,JTS0389
AES0827,JTS0389
RJM0381,JTS0389
FQA0854,RUM0880
KAT0270,CIM0271
CBB0365,TSM0363
SAK0375,TSM0363
AJN0607,LLV0602
TLM0797,SMB0804
KPR0497,RBB0485
JSH0330,NCH0179
TOR0193,HSB0196
AAE0190,HSB0196
SHR0334,ORG0339
LBF0214,SJO0209
BBS0422,DGW0752
KQS0415,HCW0419
WKF0012,AMM0014
ZDW0859,MSS0001
HGH0595,JDF0593
SHW0578,JDF0593
SBN0866,IJW0851
BTW0005,PBP0002
IMG0320,IDO0176
BKW0374,TSM0363
MKG0711,BTL0722
BMG0917,IYB0918
EPW0434,RTO0313
PGC0066,DRR0242
LFS0071,DRR0242
ONL0276,GKO0078
XAA0104,GKO0078
JIM0095,GKO0078
LHN0151,RDM0150
WGS0516,RDM0150
GCS0571,SOB0586
MLL0598,SOB0586
EHR0096,MOH0273
ENL0100,MOH0273
SES0477,AMM0014
MKP0861,ATE0869
WDO0870,ATE0869
DLF0377,RZC0746
AKW0167,WBC0315
MCF0327,NAF0326
HAV0121,TLK0993
CCM0855,LTS0860
BJM0111,HAC0282
NMS0280,HAC0282
SSH0799,NAB0801
ADF0397,JBM0350
CGA0629,NNA0610
VEB0935,MMG0943
BTR0403,CBG0398
DSB0731,FBW0747
VCY0751,FBW0747
MAD0753,FBW0747
GZC0735,FBW0747
SLB0049,HBB0056
CKB0482,OBH0499
DBW0483,OBH0499
WDO0870,FQA0854
ECL0930,DTT0076
MES0407,HCW0419
BBS0422,HCW0419
AHM0410,HCW0419
NBC0412,HCW0419
AJN0607,NNA0610
WVB0539,NNA0610
SLB0049,KWC0004
SES0477,BJH0354
MAH0149,RDM0150
ZJE0857,SBN0866
RLG0856,SBN0866
KBP0008,PBP0002
RHO0732,LCB0664
RZC0746,LCB0664
WVB0539,LCB0664
JCR0172,LOF0311
JDB0169,LOF0311
HVB0037,FLM0213
IRT0491,OBH0499
NIH0969,CSL0949
LRW0970,CSL0949
XAA0104,CTA0020
HCW0419,NDM0417
HKR0628,CGA0629
RNL0695,QJR0688
KMW0545,HRW0550
RNP0211,LBF0214
NWK0215,LBF0214
HVB0037,LBF0214
PTH0552,HRW0550
IAR0694,QJR0688
HCS0003,MSS0001
BBH0810,NKH0807
ACV0812,NKH0807
ENL0100,HVF0067
OLF0504,IRT0491
NBH0256,PES0085
VAA0087,PES0085
HVB0037,CEB0210
ASS0206,CEB0210
SJO0209,CEB0210
HSB0196,SAT0194
DGW0752,MHG0733
MSS0001,PBP0002
IRT0491,CTW0500
